,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Botswana,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Niger,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Antigua and Barbuda,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Chad,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Lesotho,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Uganda,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Togo,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Ethiopia,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Bermuda,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Rwanda,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Eritrea,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Mali,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Ghana,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Comoros,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Benin,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Zimbabwe,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Mozambique,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Nigeria,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Malawi,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Kenya,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Liberia,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Tanzania,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Senegal,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Brazil,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Chile,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Colombia,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Argentina,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Aruba,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Barbados,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Bahamas,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Mauritius,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Guinea,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Gabon,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Bolivia,AO: Imports: cif: Emerging and Developing Economies: Europe: Europe Not Specified,"AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Djibouti",AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Turkmenistan,"AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Afghanistan, Islamic Republic of","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Syrian Arab Republic",AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Equatorial Guinea,"AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: United Arab Emirates",AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Sierra Leone,AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Ukraine,AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Moldova,AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Kyrgyz Republic,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: South Africa,"AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Congo, Democratic Republic of",AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Eswatini,AO: Imports: cif: Emerging and Developing Economies: Africa,AO: Imports: cif: Emerging and Developing Economies: Middle East,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Namibia,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Madagascar,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Burundi,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Gambia,AO: Imports: cif: Emerging and Developing Economies: Western Hemisphere: Belize,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Zambia,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Cameroon,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Seychelles,"AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Congo, Republic of","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Mauritania","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Libya","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Lebanon","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Oman","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Algeria",AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Guinea-Bissau,"AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Iraq","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Jordan","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Bahrain, Kingdom of",AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Africa Not Specified,AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Kazakhstan,"AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Qatar",AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Burkina Faso,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Cabo Verde,AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Sao Tome & Principe,"AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Morocco","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Kuwait","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Saudi Arabia","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Pakistan",AO: Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Cote D'Ivoire,"AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Sudan","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Tunisia","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Egypt","AO: Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Somalia",AO: Imports: cif: Emerging and Developing Economies: Europe: CIS: Russia,AO: (DC)Imports: cif: Emerging and Developing Economies: Western Hemisphere: Anguilla,AO: (DC)Imports: cif: Developing Countries: (Old)Middle East,AO: (DC)Imports: cif: Developing Countries: (Old)Africa,AO: (DC)Imports: cif: Emerging and Developing Economies: Europe: CIS: Tajikistan,AO: (DC)Imports: cif: Emerging and Developing Economies: Europe: CIS: Uzbekistan,"AO: (DC)Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: West Bank and Gaza","AO: (DC)Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Iran, Islamic Republic of",AO: (DC)Imports: cif: Emerging and Developing Economies: Middle East and North Africa,AO: (DC)Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Central African Republic,AO: (DC)Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: Reunion,AO: (DC)Imports: cif: Emerging and Developing Economies: Sub-Saharan Africa: South Africa Common Custom Area excl South Africa,"AO: (DC)Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: (Old)Yemen, People Democratic Republic","AO: (DC)Imports: cif: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Yemen, Republic of"
10/1986,,,,,,,,,,,,,0.00826819,,,0.0825,,0.03335058,,,,,,0.52754065,14.289,,,,,,0.39554167,,,,,,,,0.00599086,,,,,,,,,,,,0.53353152,,14.68454167,,,,,,0.04872669,,,0.2006952,,,,,,,,,,,,,,0.154,,,,,,,,0.00599086,,,,,0,0.533532,,,,,0.00599086,,0,,,
11/1986,,,,,,,,,,,,,0.00579186,,,,,0.04202172,,,,,,0.43538099,,,,2.398,,,0.39554167,,,,,,,,0.00662096,,,,,,,,,,,,0.44200195,,2.79354167,,,,,,0.03242179,,,0.2006952,,,,,,0.00045042,,,,,,,,0.154,,,,,,,,0.00662096,,,,,0,0.442002,,,,,0.00662096,,0,,,
12/1986,,,,,,,,,,,,,0.00837867,,,0.4675,,0.05876234,,,,,,0.91902304,3.806,,,,,,0.39554167,,,,,,,,0.00784925,,,,,,,,,,,,0.92687229,,4.20154167,,,,,,0.02968262,,,0.2006952,,,,,,0.00000422,,,,,,,,0.154,,,,,,,,0.00784925,,,,,0,0.926872,,,,,0.00784925,,0,,,
01/1987,,,,,,,,,,,,,0.00122219,,,0.9647,,0.08965379,,0.44139805,,,0.00019124,1.90730739,10.9422953,,,,,,0.46346667,,,,,,,,,,,,,,,,,,,,1.90730739,,11.40576197,,,,,,0.06185915,,,0.1633945,,,,,,0.00008845,,,,,,,,0.1848,,,,,,,,,,,,,0,1.90731,,,,,0,,0,,,
02/1987,,,,,,,,,,,,,0.00071785,,,0.0979,,0.06525909,,0.50196396,,,0.00019124,1.07948898,12.56978859,,,,,,0.46346667,,,,,,,,,,,,,,,,,,,,1.07948898,,13.03325526,,,,,,0.06185915,0.0033,,0.1633945,,,,,,0.00010319,,,,,,,,0.1848,,,,,,,,,,,,,0,1.07949,,,,,0,,0,,,
03/1987,,,,,,,,,,,,,0.00084624,,,0.0396,,0.08818023,,0.5093265,,,0.00019124,1.06586173,12.43127852,,,0.968,,,0.46346667,,,,,,,,,,,,,,,,,,,,1.06586173,,13.86274519,,,,,,0.06185915,0.0176,,0.1633945,,,,,,0.00006387,,,,,,,,0.1848,,,,,,,,,,,,,0,1.06586,,,,,0,,0,,,
04/1987,,,,,,,,,,,,,0.00109791,,,,,0.08512366,,0.4234622,,,0.00019124,0.91992866,14.48295889,,,,,,0.46346667,,,,,,,,,,,,,,,,,,,,0.91992866,,14.94642556,,,,,,0.06185915,,,0.1633945,,,,,,,,,,,,,,0.1848,,,,,,,,,,,,,0,0.919929,,,,,0,,0,,,
05/1987,,,,,,,,,,,,,0.00100811,,,0.2024,,0.09797627,,0.45142211,,,0.00019124,1.17735138,18.9325948,,,,,,0.46346667,,,,,,,,,,,,,,,,,,,,1.17735138,,19.39606147,,,,,,0.06185915,0.0143,,0.1633945,,,,,,,,,,,,,,0.1848,,,,,,,,,,,,,0,1.17735,,,,,0,,0,,,
06/1987,,,,,,,,,,,,,0.00114761,,,0.5654,,0.09119341,,0.4052158,,,0.00019124,1.47320171,22.88013171,,,,,,0.46346667,,,,,,,,,,,,,,,,,,,,1.47320171,,23.34359838,,,,,,0.06185915,,,0.1633945,,,,,,,,,,,,,,0.1848,,,,,,,,,,,,,0,1.4732,,,,,0,,0,,,
07/1987,,,,,,,,,,,,,0.00094917,,,0.55,,0.10845704,,0.36539637,,,0.00019124,1.45704748,25.30405789,,,,,,0.46346667,,,,,,,,,,,,,,,,,,,,1.45704748,,25.76752455,,,,,,0.06185915,0.022,,0.1633945,,,,,,,,,,,,,,0.1848,,,,,,,,,,,,,0,1.45705,,,,,0,,0,,,
08/1987,,,,,,,,,,,,,0.00086056,,,0.2519,,0.08738142,,0.33941061,,,0.00019124,1.08979748,23.84970218,,,,,,0.46346667,,,,,,,,,,,,,,,,,,,,1.08979748,,24.31316885,,,,,,0.06185915,,,0.1633945,,,,,,,,,,,,,,0.1848,,,,,,,,,,,,,0,1.0898,,,,,0,,0,,,
09/1987,,,,,,,,,,,,,0.00108424,,,0.0748,,0.08687698,,0.4734509,,,0.00019124,1.04645702,23.30431879,,,2.013,,,0.46346667,,,,,,,,,,,,,,,,,,,,1.04645702,,25.78078546,,,,,,0.06185915,,,0.1633945,,,,,,,,,,,,,,0.1848,,,,,,,,,,,,,0,1.04646,,,,,0,,0,,,
10/1987,,,,,,,,,,,,,0.00042818,,,0.0671,,0.0963038,,0.40225553,,,0.00019124,0.9763324,21.68548238,,,,,,0.46346667,,,,,,,,0.264,,,,,,,,,,,,1.2403324,,22.14894905,,,,,,0.06185915,,,0.1633945,,,,,,,,,,,,,,0.1848,,,,,,,,0.264,,,,,0,1.24033,,,,,0.264,,0,,,
11/1987,,,,,,,,,,,,,0.00050171,,,0.3872,,0.10081503,,0.40597083,,,0.00019124,1.30527296,19.42603691,,,0.033,,,0.46346667,,,,,,,,,,,,,,,,,,,,1.30527296,,19.92250358,,,,,,0.06185915,,,0.1633945,,,,,,0.00054051,,,,,,,,0.1848,,,,,,,,,,,,,0,1.30527,,,,,0,,0,,,
12/1987,,,,,,,,,,,,,0.00113386,,,1.0164,,0.11144846,,0.40633063,,,0.00019124,1.9455629,21.20935403,,,1.408,,,0.46346667,,,,,,,,,,,,,,,,,,,,1.9455629,,23.08082069,,,,,,0.06185915,,,0.1633945,,,,,,0.00000506,,,,,,,,0.1848,,,,,,,,,,,,,0,1.94556,,,,,0,,0,,,
01/1988,,,,,,,,,,,,,0.00078413,,,0.0033,,0.15591218,0.00194696,0.08655098,,,0.00444842,0.86854229,12.55994448,,,1.05105356,,,0.02053333,,,,,,,,0.25758287,,,,,,,,,,,,0.87120359,0.25492157,13.90077766,,0.00011693,,,,0.08309515,0.00394598,,0.29733098,0.0026613,,,,,0.00011057,,,,,,,,0.231,,,,0.25409657,,,,,0.000825,,,,0.254922,0.871204,,,,,0.257583,,0,,,
02/1988,,,,,,,,,,,,,0.00090831,,,0.0099,,0.15591218,0.00245403,0.10222512,,,0.00444842,0.97073335,11.98956702,,,1.13962549,,,0.02053333,,,,,,,,0.25758287,,,,,,,,,,,,0.97339465,0.25492157,13.43152577,,0.00016493,,,,0.11257285,0.05368753,,0.29733098,0.0026613,,,,,0.00012898,,,,,,,,0.231,,,,0.25409657,,,,,0.000825,,,,0.254922,0.973395,,,,,0.257583,,0,,,
03/1988,,,,,,,,,,,,,0.00143332,,,1.298,,0.15591218,0.00179199,0.11432775,,,0.00444842,2.2227352,14.38748042,,,1.19276865,,,0.02053333,,,,,,,,0.25758287,,,,,,,,,,,,2.2253965,0.25492157,15.89605096,,0.00022243,,,,0.11818828,,,0.29733098,0.0026613,,,,,0.00007984,,,,,,,,0.231,,,,0.25409657,,,,,0.000825,,,,0.254922,2.2254,,,,,0.257583,,0,,,
04/1988,,,,,,,,,,,,,0.0012143,,,0.011,,0.15591218,0.00140655,0.11869895,,,0.00444842,0.92716719,16.37216118,,,1.22622915,,,0.02053333,,,,,,,,0.25758287,,,,,,,,,,,,0.92982849,0.25492157,17.89945169,,0.00015349,,,,0.0849053,0.021097,,0.29733098,0.0026613,,,,,,,,,,,,,0.231,,,,0.25409657,,,,,0.000825,,,,0.254922,0.929828,,,,,0.257583,,0,,,
05/1988,,,,,,,,,,,,,0.00090353,,,0.3333,,0.15591218,0.00167767,0.1035346,,,0.00444842,1.23618166,16.90179739,,,1.58248513,,,0.02053333,,,,,,,,0.82958287,,,,,,,,,,,,1.81084296,0.25492157,18.80608503,,0.00013161,,,,0.08461462,0.02332804,,0.29733098,0.0026613,,,,,,,,,,,,,0.231,,0.572,,0.25409657,,,,,0.000825,,,,0.254922,1.81084,,,,,0.829583,,0,,,
06/1988,,,,,,,,,,,,,0.00072812,,,0.03753443,,0.15591218,0.00380527,0.10759162,,,0.00444842,0.97148685,18.06001284,,,1.7143589,,,0.02053333,,,,,,,,0.25758287,,,,,,,,,,,,0.97414815,0.25492157,20.0771709,,0.00013807,,,,0.09995465,0.0330431,,0.29733098,0.0026613,,,,,,,,,,,,,0.231,,,,0.25409657,,,,,0.000825,,,,0.254922,0.974148,,,,,0.257583,,0,,,
07/1988,,,,,,,,,,,,,0.00055317,,,0.60643773,,0.15591218,0.00479057,0.11116903,,,0.00444842,3.65304529,17.2975695,,,1.79112123,,,0.02053333,,,,,,,,2.68858287,,,,,,,,,,,,6.08670659,0.25492157,19.37415403,,0.0001042,,,,0.07853674,2.16276226,,0.29733098,0.0026613,,,,,,,,,,,,,0.231,,2.431,,0.25409657,,,,,0.000825,,,,0.254922,6.08671,,,,,2.68858,,0,,,
08/1988,,,,,,,,,,,,,0.0010078,,,0.16262963,,0.15591218,0.00640541,0.10244455,,,0.00444842,1.08377972,20.15527698,,,2.02140825,,,0.02053333,,,,,,,,0.25758287,,,,,,,,,,,,1.08644102,0.25492157,22.4889069,,0.00006545,,,,0.12253528,,,0.29733098,0.0026613,,,,,,,,,,,,,0.231,,,,0.25409657,,,,,0.000825,,,,0.254922,1.08644,,,,,0.257583,,0,,,
09/1988,,,,,,,,,,,,,0.00099231,,,0.01064032,,0.15591218,0.00652598,0.095249,,,0.00444842,0.91485156,19.27643008,,,1.45021772,,,0.02053333,,,,,,,,0.25758287,,,,,,,,,,,,0.91751286,0.25492157,20.98365981,,0.00011862,,,,0.08491851,0.02771523,,0.29733098,0.0026613,,,,,,,,,,,,,0.231,,,,0.25409657,,,,,0.000825,,,,0.254922,0.917513,,,,,0.257583,,0,,,
10/1988,,,,,,,,,,,,,0.00061955,,,0.22692371,,0.15591218,0.00617546,0.10533245,,,0.00444842,1.16256432,15.59807748,,,1.15399382,,,0.02053333,,,,,,,,0.25758287,,,,,,,,,,,,1.16522562,0.25492157,17.01580425,,0.00007766,,,,0.13474389,,,0.29733098,0.0026613,,,,,,,,,,,,,0.231,,,,0.25409657,,,,,0.000825,,,,0.254922,1.16523,,,,,0.257583,,0,,,
11/1988,,,,,,,,,,,,,0.00192917,,,0.31316265,,0.15591218,0.00514969,0.11409976,,,0.00444842,1.2569177,17.16952559,,,1.61476468,,,0.02053333,,,,,,,,2.85358287,,,,,,,,,,,,3.855579,0.25492157,19.07948662,,0.00014739,,,,0.13306181,,,0.29733098,0.0026613,,,,,0.00067563,,,,,,,,0.231,,2.596,,0.25409657,,,,,0.000825,,,,0.254922,3.85558,,,,,2.85358,,0,,,
12/1988,,,,,,,,,,,,,0.00086426,,,0.2702844,,0.15591218,0.00297042,0.10196848,,,0.00444842,1.17402704,16.89015703,,,2.03597341,,,0.02053333,,,,,,,,0.25758287,,,,,,,,,,,,1.17668834,0.25492157,19.21762639,,0.0001227,,,,0.10911885,,,0.29733098,0.0026613,,,,,0.00000633,,,,,,,,0.231,,,,0.25409657,,,,,0.000825,,,,0.254922,1.17669,,,,,0.257583,,0,,,
01/1989,,,,,,,,,,,,,0.0007893,,,0.12091603,,,0.00227792,0.09438372,,,,1.5085239,10.16768896,,,2.4713634,,,0.26546667,,,,,,,,0.4441605,,,,,,,,,,,,1.9515095,0.0011749,12.97301273,,,,,,0.13228942,0.02463882,,0.34720493,,,,,,0.00012162,,,,,,,,0.0025862,,0.4429856,,0.0011749,,0.78331594,,,,,,,0.0011749,1.95151,,,,,0.44416,,0,,,
02/1989,,,,,,,,,,,,,0.00127944,,,0.09552179,,,0.0033239,0.10747924,,,,1.4675252,8.36404221,,,0.3492775,,,0.26546667,,,,,,,,0.44176012,,,,,,,,,,,,1.90811042,0.0011749,9.04576982,,,,,,0.12667188,,,0.34720493,,,,,,0.00014188,,,,,,,,0.0025862,,0.44058522,,0.0011749,,0.78331594,,,,,,,0.0011749,1.90811,,,,,0.44176,,0,,,
03/1989,,,,,,,,,,,,,0.00149914,,,0.10621373,,,0.00198221,0.10436991,,,,1.41875811,10.52250471,,,3.9698098,,,0.26546667,,,,,,,,0.09865371,,,,,,,,,,,,1.51623692,0.0011749,14.8341862,,,,,,0.07149823,,,0.34720493,,,,,,0.00008782,,,,,,,,0.0025862,,0.09747881,,0.0011749,,0.78331594,,,,,,,0.0011749,1.51624,,,,,0.0986537,,0,,,
04/1989,,,,,,,,,,,,,0.00135838,,,0.10002484,,,0.00146113,0.11439562,,,,1.58248566,8.86300186,,,5.8496845,,,0.26546667,,,,,,,,0.49789847,,,,,,,,,,,,2.07920923,0.0011749,15.13162499,,,,,,0.08952541,0.14261321,,0.34720493,,,,,,,,,,,,,,0.0025862,,0.49672357,,0.0011749,,0.78331594,,,,,,,0.0011749,2.07921,,,,,0.497898,,0,,,
05/1989,,,,,,,,,,,,,0.00117529,,,0.12678877,,,0.00148764,0.08945828,,,,1.46192785,10.46706475,,,4.1710075,,,0.26546667,,,,,,,,0.50223216,,,,,,,,,,,,1.96298511,0.0011749,15.03129585,,,,,,0.10991081,,,0.34720493,,,,,,,,,,,,,,0.0025862,,0.50105726,,0.0011749,,0.78331594,,,,,,,0.0011749,1.96299,,,,,0.502232,,0,,,
06/1989,,,,,,,,,,,,,0.00148054,,,0.0802051,0.01747462,,0.00443804,0.08883523,,,,1.39973561,13.62344657,,,0.2086953,,,0.26546667,,,,,,,,0.0011749,,,,,,,,,,,,1.39973561,0.0011749,14.32993164,,,,,,0.07384149,0.00035352,,0.34720493,,,,,,,,,,,,,,0.0025862,,,,0.0011749,,0.78331594,,,,,,,0.0011749,1.39974,,,,,0.0011749,,0,,,
07/1989,,,,,,,,,,,,,0.00090622,,,0.47221177,0.00584852,,0.00387958,0.07451746,,,,1.78789988,11.82719181,,,4.9121787,,,0.26546667,,,,,,,,0.0011749,,,,,,,,,,,,1.78789988,0.0011749,17.11472579,,,,,,0.08943018,0.00799908,,0.34720493,,,,,,,,,,,,,,0.0025862,,,,0.0011749,,0.78331594,,,,,,,0.0011749,1.7879,,,,,0.0011749,,0,,,
08/1989,,,,,,,,,,,,,0.00156017,,,0.51388188,0.01560367,,0.00577601,0.09191117,,,,1.88957118,12.43333539,,,1.7242335,,,0.26546667,,,,,,,,0.62442328,,,,,,,,,,,,2.51281957,0.0011749,14.49829466,,,,,,0.11973213,0.00799908,,0.34720493,,,,,,,,,,,,,,0.0025862,,0.62324838,,0.0011749,,0.78331594,,,,,,,0.0011749,2.51282,,,,,0.624423,,0,,,
09/1989,,,,,,,,,,,,,0.00115118,,,0.0275295,0.01084694,,0.00700799,0.0781291,,,,1.34443368,10.90688845,,,2.5413201,,,0.26546667,,,,,,,,0.0011749,,,,,,,,,,,,1.34443368,0.0011749,13.96499821,,,,,,0.07866283,0.00799908,,0.34720493,,,,,,,,,,,,,,0.0025862,,,,0.0011749,,0.78331594,,,,,,,0.0011749,1.34443,,,,,0.0011749,,0,,,
10/1989,,,,,,,,,,,,,0.00074481,,,0.60440104,0.00990304,,0.00716985,0.08794306,,,,2.02021366,10.14181698,,,2.3594362,,,0.26546667,,,,,,,,0.94222433,,,,,,,,,,,,2.96126309,0.0011749,12.96037325,,,,,,0.1689457,0.00799908,,0.34720493,,,,,,,,,,,,,,0.0025862,,0.94104943,,0.0011749,,0.78331594,,,,,,,0.0011749,2.96126,,,,,0.942224,,0,,,
11/1989,,,,,,,,,,,,,0.00102435,,,0.17587917,0.01799766,,0.00577468,0.11167579,,,,1.54419406,9.52088941,,,3.2179048,,,0.26546667,,,,,,,,1.19904919,,,,,,,,,,,,2.74206835,0.0011749,13.07868481,,,,,,0.08999305,0.00799908,,0.34720493,,,,,,0.0007432,,,,,,,,0.0025862,,1.19787429,,0.0011749,,0.78331594,,,,,,,0.0011749,2.74207,,,,,1.19905,,0,,,
12/1989,,,,,,,,,,,,,0.00116415,,,0.5172429,0.01206137,,0.00245814,0.09945649,,,,1.83259165,10.24160891,,,1.0442773,,,0.26546667,,,,,,,,1.88064531,,,,,,,,,,,,3.71206206,0.0011749,11.62727065,,,,,,0.0590955,0.00799908,,0.34720493,,,,,,0.00000696,,,,,,,,0.0025862,,1.87947041,,0.0011749,,0.78331594,,,,,,,0.0011749,3.71206,,,,,1.88065,,0,,,
01/1990,,,,,,,,,,,,,0.0009077,,,0.54632099,,0.00774383,,0.47069282,,,,2.50657545,6.64060343,,0.0004977,2.06231667,,,0.30528667,,,,,,,,,,,,,,,,,,,,2.50657545,,9.18638295,,,,,,0.04756655,0.0060603,,0.35385296,,,,,,0.00013987,,,,,,,,0.00297413,,,,,,1.07031631,,,,,,,0,2.50658,,,,,0,,0,,,
02/1990,,,,,,,,,,,,,0.00147136,,,0.79352877,,0.00774383,,0.38064516,,,,2.68074616,5.74936454,,0.00047567,2.06231667,,,0.30528667,,,,,,,,0.55275091,,,,,,,,,,,,3.23349708,,8.28360575,,,,,,0.06399018,0.0060603,,0.35385296,,,,,,0.00016316,,,,,,,,0.00297413,,,,,,1.07031631,,0.55275091,,,,,0,3.2335,,,,,0.552751,,0,,,
03/1990,,,,,,,,,,,,,0.00172401,,,1.38565891,,0.00774383,,0.49263854,,,,3.4572921,6.50080125,,0.0005474,2.06231667,,,0.30528667,,,,,,,,0.55553753,,,,,,,,,,,,4.01282963,,9.04840377,,,,,,0.13622212,0.0060603,,0.35385296,,,,,,0.000101,,,,,,,,0.00297413,,,,,,1.07031631,,0.55553753,,,,,0,4.01283,,,,,0.555538,,0,,,
04/1990,,,,,,,,,,,,,0.00156213,,,0.20023167,,0.00774383,,0.52195608,,,,2.25386589,7.45029104,,0.00056768,2.06231667,,,0.30528667,,,,,,,,,,,,,,,,,,,,2.25386589,,9.97473144,,,,,,0.08916848,0.0060603,,0.35385296,,,,,,,,,,,,,,0.00297413,,,,,,1.07031631,,,,,,,0,2.25387,,,,,0,,0,,,
05/1990,,,,,,,,,,,,,0.00135159,,,0.41954708,,0.00774383,,0.56315299,,,,2.49941317,9.41334661,,0.00049255,2.06231667,,,0.30528667,,,,,,,,,,,,,,,,,,,,2.49941317,,11.99219085,,,,,,0.07441399,0.0060603,,0.35385296,,,,,,,,,,,,,,0.00297413,,,,,,1.07031631,,,,,,,0,2.49941,,,,,0,,0,,,
06/1990,,,,,,,,,,,,,0.00170263,,,0.02585194,0.02009581,0.00774383,,0.47485832,,,,2.03894264,7.31048886,,0.00055327,2.06231667,,,0.30528667,,,,,,,,,,,,,,,,,,,,2.03894264,,9.874874,,,,,,0.07548642,0.0060603,,0.35385296,,,,,,,,,,,,,,0.00297413,,,,,,1.07031631,,,,,,,0,2.03894,,,,,0,,0,,,
07/1990,,,,,,,,,,,,,0.00104216,,,1.68454387,0.0067258,0.00774383,0.00710861,0.49229941,,,,3.69354584,8.97646481,,0.00053392,2.06231667,,,0.30528667,,,,,,,,0.6142511,,,,,,,,,,,,4.30779694,,12.080514,,,,,,0.06087848,0.0060603,,0.35385296,,,,,,,,,,,,,,0.00297413,,,,,,1.07031631,,0.6142511,,,,,0,4.3078,,,,,0.614251,,0,,,
08/1990,,,,,,,,,,,,,0.0017942,,,1.36959429,0.01794422,0.00774383,0.00932649,0.54266967,,,,3.4632841,8.9182139,,0.00056799,2.06231667,,,0.30528667,,,,,,,,,,,,,,,,,,,,3.4632841,,12.88899685,,,,,0.0165,0.0810077,0.0060603,,0.35385296,,,,,,,,,,,,,,0.00297413,,,,,,1.07031631,,,,,,,0,3.46328,,,,,0,,0,,,
09/1990,,,,,,,,,,,,,0.00132385,,,1.31004108,0.01247398,0.00774383,0.00738325,0.48734786,,,,3.33472731,7.54931758,,0.00067121,2.06231667,,,0.30528667,,,,,,,,0.63017436,,,,,,,,,,,,3.96490167,,10.13834471,,,,,,0.07520977,0.0060603,,0.35385296,,,,,,,,,,,,,,0.00297413,,,,,,1.07031631,,0.63017436,,,,,0,3.9649,,,,,0.630174,,0,,,
