,AG: BoP: Financial Account: Other Investment: Loans,AG: BoP: Financial Account: Other Investment: Liabilities: Loans: General Government: Long Term,AG: BoP: Financial Account: Other Investment: Liabilities: Loans: General Government,AG: BoP: Financial Account: Other Investment: Liabilities: Other Accounts Payable,"AG: BoP: Financial Account: Other Investment: Insurance, Pension & Standardized Guarantee Schemes",AG: BoP: Financial Account: Other Investment: Liabilities: Loans: Other Sectors: Short Term,AG: BoP: Financial Account: Other Investment: Liabilities: Trade Credit & Advances: General Government,AG: BoP: Financial Account: Other Investment: Liabilities: Trade Credit & Advances,AG: BoP: Financial Account: Official Reserve Assets: SDRs,AG: BoP: Financial Account: Official Reserve Assets,AG: BoP: Financial Account: Other Investment: Trade Credit & Advances,AG: BoP: Financial Account: Other Investment: Currency & Deposits,AG: BoP: Financial Account: Other Investment: Liabilities: Loans: Other Sectors,AG: BoP: Financial Account: Other Investment: Liabilities: Loans: Other Sectors: Long Term,AG: BoP: Financial Account: Other Investment: Liabilities: Other Accounts Payable: Central Bank,AG: BoP: Financial Account: Other Investment: Liabilities: Trade Credit & Advances: Central Bank,AG: BoP: Financial Account: Other Investment: Liabilities: SDRs,AG: BoP: Financial Account: Official Reserve Assets: Others: Financial Derivatives,AG: BoP: Financial Account: Official Reserve Assets: Others: Currency & Deposits: Claims on Other Entities,AG: BoP: Financial Account: Other Investment: Other Equity,AG: BoP: Financial Account: Other Investment: Liabilities: Loans: Central Bank: Long Term,AG: BoP: Financial Account: Official Reserve Assets: Others: Securities,AG: BoP: Financial Account: Other Investment: Liabilities: Loans: Central Bank: Short Term,AG: BoP: Financial Account: Official Reserve Assets: Monetary Gold: Gold Bullion,AG: BoP: Financial Account: Other Investment: Liabilities: Trade Credit & Advances: Other Sectors: Short Term,"AG: BoP: Financial Account: Other Investment: Liabilities: Trade Credit & Advances: Other Sectors: Non Financial Corporations, Households & NPISHs","AG: BoP: Financial Account: Other Investment: Liabilities: Other Accounts Payable: Other Sectors: Non Financial Corporations, Households & NPISHs","AG: BoP: Financial Account: Other Investment: Liabilities: Insurance, Pension & Standardized Guarantee Schemes: Other Sectors","AG: BoP: Financial Account: Other Investment: Liabilities: Loans: Other Sectors: Non Financial Corporations, Households & NPISHs","AG: BoP: Financial Account: Other Investment: Liabilities: Loans: Other Sectors: Non Financial Corporations, Households & NPISHs: Short Term",AG: BoP: Financial Account: Other Investment: Liabilities: Other Accounts Payable: Other Sectors: Financial Corporations: Short Term,AG: BoP: Financial Account: Official Reserve Assets: Others: Currency & Deposits: Claims on Monetary Authorities,"AG: BoP: Financial Account: Other Investment: Liabilities: Insurance, Pension & Standardized Guarantee Schemes: Other Sectors: Financial Corporations",AG: BoP: Financial Account: Other Investment: Liabilities: Other Accounts Payable: Deposit Taking Corporation excl Central Bank,"AG: BoP: Financial Account: Other Investment: Liabilities: Loans: Other Sectors: Non Financial Corporations, Households & NPISHs: Long Term","AG: BoP: Financial Account: Other Investment: Liabilities: Other Accounts Payable: Other Sectors: Non Financial Corporations, Households & NPISHs: Short Term",AG: BoP: Financial Account: Other Investment: Liabilities: Trade Credit & Advances: Deposit Taking Corporations excl Central Bank: Short Term,"AG: BoP: Financial Account: Other Investment: Liabilities: Trade Credit & Advances: Other Sectors: Non Financial Corporations, Households & NPISHs: Short Term",AG: BoP: Financial Account: Other Investment: Liabilities: Other Accounts Payable: Deposit Taking Corporation excl Central Bank: Long Term,AG: BoP: Financial Account: Other Investment: Liabilities: Trade Credit & Advances: Deposit Taking Corporations excl Central Bank,AG: BoP: Financial Account: Other Investment: Liabilities: Other Accounts Payable: Deposit Taking Corporation excl Central Bank: Short Term,AG: BoP: Financial Account: Other Investment: Liabilities: Other Accounts Payable: General Government: Long Term,AG: BoP: Financial Account: Other Investment: Liabilities: Loans: Deposit Taking Corporations excl Central Bank: Long Term,AG: BoP: Financial Account: Official Reserve Assets: Reserve Position in the IMF,AG: BoP: Financial Account: Other Investment: Liabilities: Other Accounts Payable: Central Bank: Short Term,AG: BoP: Current Account: Services: Manufacturing Services on Physical Inputs Owned by Others: Goods for Processing: Processing Abroad,"AG: BoP: Financial Account: Other Investment: Liabilities: Insurance, Pension & Standardized Guarantee Schemes: Claims of Pension Funds","AG: BoP: Financial Account: Other Investment: Liabilities: Insurance, Pension & Standardized Guarantee Schemes: Pension Entitlements","AG: BoP: Financial Account: Other Investment: Liabilities: Trade Credit & Advances: Other Sectors: Non Financial Corporations, Households & NPISHs: Long Term",AG: BoP: Financial Account: Other Investment: Liabilities: Trade Credit & Advances: Other Sectors: Financial Corporations: Long Term,"AG: BoP: Financial Account: Other Investment: Liabilities: Insurance, Pension & Standardized Guarantee Schemes: Entitlements to Nonpension Benefits",AG: BoP: Financial Account: Official Reserve Assets: Monetary Gold: Unallocated Gold Accounts,"AG: BoP: Financial Account: Other Investment: Liabilities: Insurance, Pension & Standardized Guarantee Schemes: Life Insurance & Annuity Entitlements",AG: BoP: Financial Account: Other Investment: Liabilities: Loans: Deposit Taking Corporations excl Central Bank: Short Term,AG: BoP: Financial Account: Other Investment: Liabilities: Trade Credit & Advances: Other Sectors: Long Term,AG: BoP: Financial Account: Other Investment: Liabilities: Trade Credit & Advances: General Government: Short Term,AG: BoP: Financial Account: Other Investment: Liabilities: Other Accounts Payable: Central Bank: Long Term,AG: BoP: Financial Account: Official Reserve Assets: Others: Securities: Debt Securities: Long Term,AG: BoP: Financial Account: Other Investment: Liabilities: Trade Credit & Advances: Central Bank: Long Term,"AG: BoP: Financial Account: Other Investment: Liabilities: Insurance, Pension & Standardized Guarantee Schemes: Provision for Calls under Standardized Guarantees",AG: BoP: Financial Account: Other Investment: Liabilities: Trade Credit & Advances: Deposit Taking Corporations excl Central Bank: Long Term,AG: BoP: Financial Account: Other Investment: Liabilities: Trade Credit & Advances: Central Bank: Short Term,"AG: BoP: Financial Account: Other Investment: Liabilities: Insurance, Pension & Standardized Guarantee Schemes: Central Bank","AG: BoP: Financial Account: Other Investment: Liabilities: Other Accounts Payable: Other Sectors: Non Financial Corporations, Households & NPISHs: Long Term",AG: BoP: Financial Account: Official Reserve Assets: Others: Securities: Debt Securities: Short Term,"AG: BoP: Financial Account: Other Investment: Liabilities: Insurance, Pension & Standardized Guarantee Schemes: Deposit Taking Corporations excl Central Bank",AG: BoP: Financial Account: Other Investment: Liabilities: Loans: Other Sectors: Financial Corporations: Short Term,AG: BoP: Financial Account: Other Investment: Liabilities: Loans: Other Sectors: Financial Corporations: Long Term,AG: (DC)BoP: Exceptional Financing,AG: BoP: Financial Account: Other Investment: Liabilities: Trade Credit & Advances: Other Sectors: Financial Corporations: Short Term,AG: BoP: Financial Account: Other Investment: Liabilities: Other Accounts Payable: Other Sectors: Long Term,AG: BoP: Financial Account: Other Investment: Liabilities: Other Accounts Payable: Other Sectors: Financial Corporations,AG: BoP: Current Account: Goods & Services: Credit,AG: BoP: Current Account: Goods & Services: Debit,"AG: BoP: Financial Account: Other Investment: Liabilities: Insurance, Pension & Standardized Guarantee Schemes",AG: BoP: Financial Account: Other Investment: Other Accounts Receivable/Payable,AG: BoP: Financial Account: Other Investment: Liabilities: Other Accounts Payable: Other Sectors,AG: BoP: Net Errors & Omissions,AG: BoP: Financial Account: Official Reserve Assets: Others: Other Claims,AG: BoP: Financial Account: Official Reserve Assets: Others: Currency & Deposits,AG: BoP: Financial Account: Official Reserve Assets: Monetary Gold,AG: BoP: Financial Account: Other Investment: Liabilities: Other Accounts Payable: General Government,AG: BoP: Financial Account: Other Investment: Liabilities: Trade Credit & Advances: Other Sectors,AG: BoP: Financial Account: Official Reserve Assets: Others,AG: BoP: Financial Account: Other Investment: Liabilities: Other Accounts Payable: Other Sectors: Short Term,AG: BoP: Financial Account: Other Investment: Liabilities: Loans: General Government: Short Term,AG: BoP: Current Account: Goods & Services,"AG: BoP: Current Account: Goods, Services & Primary Income","AG: BoP: Financial Account: Other Investment: Liabilities: Insurance, Pension & Standardized Guarantee Schemes: Other Sectors: Non Financial Corporations, Households & NPISHs",AG: BoP: Financial Account: Other Investment: Liabilities: Loans: General Government: Credit & Loans from the IMF,AG: BoP: Financial Account: Other Investment: Liabilities: Loans: Other Sectors: Financial Corporations,AG: BoP: Financial Account: Official Reserve Assets: Others: Securities: Equity,AG: BoP: Financial Account: Official Reserve Assets: Others: Securities: Debt Securities,AG: BoP: Financial Account: Other Investment: Liabilities: Other Accounts Payable: General Government: Short Term,"AG: BoP: Financial Account: Other Investment: Liabilities: Insurance, Pension & Standardized Guarantee Schemes: General Government",AG: BoP: Financial Account: Other Investment: Liabilities: Trade Credit & Advances: Other Sectors: Financial Corporations,AG: BoP: Financial Account: Other Investment: Liabilities: Trade Credit & Advances: General Government: Long Term,"AG: BoP: Financial Account: Other Investment: Liabilities: Insurance, Pension & Standardized Guarantee Schemes: Nonlife Insurance Technical Reserves",AG: BoP: Financial Account: Other Investment: Liabilities: Loans: Deposit Taking Corporations excl Central Bank,AG: BoP: Financial Account: Other Investment: Liabilities: Other Accounts Payable: Other Sectors: Financial Corporations: Long Term
First Obs. Date,1977,1977,1977,1977,2014,1977,2014,2014,1977,1977,1994,1977,1977,1977,1977,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,1977,2014,2014,2014,2014,1977,2014,2014,1977,1977,1977,1977,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,1977,2014,1977,2014,1977,1977,2014,1977,1977,1977,1993,1993,1977,1977,2014,1977,1977,1977,1977,1977,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,1977,2014
Last Obs. Date,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,1991,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017
Last Update Time,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,24/04/2019,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,25/09/2017,23/10/2018,23/10/2018,23/10/2018,24/04/2019,24/04/2019,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,24/04/2019,24/04/2019,23/10/2018,23/10/2018,23/10/2018,24/04/2019,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018,23/10/2018
Series remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suggestions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mean,-4.549458018157894,6.945405962631578,4.759104568684209,38.33482003947369,1.8345017675000002,-0.141245185,10.1478207875,8.8222606675,0.017024346097560972,7.500635165365854,-3.4271029291666664,17.676331349999995,0.3775171016666665,0.5187622866666667,1.5611111111111111,0,0,0,0,0,0,0,0,0,-1.32556012,-1.32556012,3.92571324,-1.44934187,-4.6632100825,-0.6356033325,-0.00298463,27.756554955,-1.5427763175,9.311296296842107,-4.02760675,3.92571324,0,-1.32556012,0,0,-0.27657407249999993,0,0,0.00009932365853658537,1.5611111111111111,0,0,0,0,0,0,0,0,0,0,0.0165766325,0,0,0,0,0,0,0,0,0,0,0,0,1.8733333333333335,0,0,-0.00298463,429.2804052034145,480.9822169465853,-1.44934187,0.5440223097368413,28.284050058421048,1.9759508258536589,6.035750636799999,4.475578585599999,0,0,-1.32556012,7.483511495609756,0.8717174688888889,0,-51.70181174292681,-85.26299594658535,0.09343445,-20.76986324,0,0,0,0,0,0,10.131244155000001,-1.44934187,0,0
Variance,1848.000076192298,1631.9372802563614,1690.9260411934147,2507.6577875871944,2.9353611388287213,0.35910364114231585,101.13637917068831,3.989342899987063,18.56305591412443,398.50596140867464,76.67882402421687,2352.4485910531903,64.14506864785062,60.964654962419445,7.6001633986928105,0,0,0,0,0,0,0,0,0,70.83671917181465,70.83671917181465,23.428532782949162,7.095751050208737,24.80961213874203,1.6159663851404222,0.00003563206494759999,3395.99735334433,8.68742370595879,494.90874543370427,14.912054997245207,23.428532782949162,0.0007909462979424001,70.83671917181465,0,0.0007909462979424001,2.4933867770314357,0,0,4.044727549487803e-7,7.6001633986928105,0,0,0,0,0,0,0,0,0,0,0.0007808483995871583,0,0,0,0,0,0,0,0,0,0,0,0,8.602095238095238,0,0,0.00003563206494759999,72551.4715734333,73598.79776868221,7.095751050208737,2022.0599031552556,1301.321127202738,348.1071459258138,199.63974753966508,533.0084561114346,0,0,70.83671917181465,436.2348725300937,6.960476647942602,0,11281.245497249705,11761.552754412998,0.1200847156810654,7.635988298034763,0,0,0,0,0,0,101.37301297884134,7.095751050208737,0,0
Standard Deviation,42.98837140660597,40.39724347348915,41.120871114233644,50.07651932380279,1.7132895665440566,0.5992525687406904,10.056658449539206,1.9973339480385004,4.308486499238965,19.962614092564998,8.756644564227605,48.50204728723511,8.009061658387369,7.807986613872967,2.75683938572649,0,0,0,0,0,0,0,0,0,8.41645526167725,8.41645526167725,4.840302963963016,2.6637850983532316,4.980924827654201,1.271206665,0.00596926,58.275186429082574,2.947443588257253,22.24654457289276,3.861613004593444,4.840302963963016,0.028123767491970205,8.41645526167725,0,0.028123767491970205,1.5790461605131865,0,0,0.0006359817253261137,2.75683938572649,0,0,0,0,0,0,0,0,0,0,0.02794366474868961,0,0,0,0,0,0,0,0,0,0,0,0,2.9329328730973776,0,0,0.00596926,269.3538037107204,271.29098357424675,2.6637850983532316,44.96732039109352,36.073828840348206,18.657629697413704,14.129393035076387,23.0869758979264,0,0,8.41645526167725,20.886236437666163,2.638271526576179,0,106.21320773448896,108.45069273367044,0.34653241649384753,2.763329205511852,0,0,0,0,0,0,10.068416607334111,2.6637850983532316,0,0
Skewness,0.8923853723388491,-1.333643785220063,-1.1677201438709528,2.0690286720074833,-1.9740192177430824,-4.2426406871192865,1.8995698527155993,0.1640429412245487,0.22934601294850548,2.5194060108094036,-2.8990913151574897,2.592239223132918,2.3994398285687164,2.647438448512593,1.5707926339279046,,,,,,,,,,-1.9994761675670927,-1.9994761675670927,-1.7369617173045655,1.013495821049513,-1.1322522856097523,-1.9999999999999996,-1.9999999999999993,0.29189335073650075,1.3103902513932533,3.634071118783522,-0.6894625115583325,-1.7369617173045655,0,-1.9994761675670927,,0,0.32325185093461434,,,6.4031242374328565,1.5707926339279046,,,,,,,,,,,1.8892492275749935,,,,,,,,,,,,,1.2919618839626656,,,-1.9999999999999993,0.8640482009127413,0.22093846587718363,1.013495821049513,-0.5296868057277692,1.157505279998277,-0.2752794493599504,0.024906486954167202,3.115625865915626,,,-1.9994761675670927,2.0912816975560746,1.6309286754890944,,-0.7358044388365418,-1.2891598439924856,-1.690159986594586,0.05832123093183831,,,,,,,1.8990424910111683,1.013495821049513,,
Kurtosis,6.548728221428377,9.065388495833611,8.00031087220394,6.070171902338629,3.9131538649590176,18.00000000000001,3.6557351078028795,-2.262407380602877,20.020609839223695,9.151751538180141,8.883870033492283,5.749480864453926,8.394568211812661,9.160381628761694,0.8629813108305529,,,,,,,,,,3.998263080047071,3.998263080047071,2.9691419109109063,2.077258626039926,0.13041339384137451,3.9999999999999964,3.9999999999999964,-4.1029372631050425,2.4840080419228627,15.953152320592253,-2.160715389082105,2.9691419109109063,1.4999999999999982,3.998263080047071,,1.4999999999999982,0.7900930555767918,,,41.00000000000019,0.8629813108305529,,,,,,,,,,,3.5846118218816407,,,,,,,,,,,,,-0.0539821405002896,,,3.9999999999999964,0.9937845264218637,-0.8441463646725054,2.077258626039926,4.287366348177801,0.35712922103593403,0.33237109977468915,1.6322310600624563,10.696093081822188,,,3.998263080047071,7.369038509665925,2.2615711967199834,,1.8948374444375822,2.0441962383929657,2.7608051001119165,-5.4014833038086465,,,,,,,3.651630101643061,2.077258626039926,,
Coefficient Variation,-9.449119265422356,5.816397729785523,8.64046387734714,1.3062933195522655,0.9339263645839232,-4.242640687119285,0.9910165601196774,0.2263970679756046,253.07794346687,2.661456483677845,-2.5551157187907596,2.743897833032821,21.21509627783451,15.051183971070026,1.7659469374760435,,,,,,,,,,-6.34935762979747,-6.34935762979747,1.2329741547711766,-1.8379273748251208,-1.0681321963911758,-2,-2,2.0995107830766666,-1.9104801874541693,2.3891995124714906,-0.9587860097298336,1.2329741547711766,,-6.34935762979747,,,-5.7093065385338555,,,6.403124237432848,1.7659469374760435,,,,,,,,,,,1.6857262624775935,,,,,,,,,,,,,1.5656225301231552,,,-2,0.6274542244319005,0.564035371819941,-1.8379273748251208,82.65712561097993,1.2754124238161535,9.442355271849012,2.340950427761116,5.158433810593306,,,-6.34935762979747,2.7909673753984596,3.0265213452002753,,-2.0543420850047815,-1.2719549850396,3.70882920051274,-0.13304513243929536,,,,,,,0.9937986345305001,-1.8379273748251208,,
Min,-117.61610986,-163.46368111,-163.46368111,-1.45692424,-0.72984639,-2.54241333,3.6579162,6.64618635,-18.93434444,-25.63476994,-36.60978504,-10.63703704,-11.45608089,-8.91366756,0,0,0,0,0,0,0,0,0,0,-13.9496926,-13.9496926,-3.16239313,-4.17355991,-11.45608089,-2.54241333,-0.01193852,-25.70431481,-4.31986574,-2.09,-8.91366756,-3.16239313,-0.03444444,-13.9496926,0,-0.03444444,-2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01193852,31.3,43.5,-4.17355991,-160.46043741,-3.17433165,-43.95299192,-29.65524444,-25.70431481,0,0,-13.9496926,-29.65524444,-3.17433165,0,-351.08281889,-403.75023852,-0.41163881,-23.36545311,0,0,0,0,0,0,3.64969691,-4.17355991,0,0
Max,163.46368111,117.61610986,117.61610986,240.55027,2.82537686,0,25.1040141,11.1543215,19.59518519,94.47100932,0,160.98701393,27.74074074,27.74074074,7.5,0,0,0,0,0,0,0,0,0,2.98827015,2.98827015,7.17944318,2.21407709,-0.91181804,0,0,94.35199392,2.62571589,119.03148148,-0.91181804,7.17944318,0.03444444,2.98827015,0,0.03444444,1.71740741,0,0,0.00407227,7.5,0,0,0,0,0,0,0,0,0,0,0.05808724,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,1138.88040966,990.8177285,2.21407709,109.12962963,121.51878852,34.69316688,41.23601,94.35199392,0,0,2.98827015,94.35199392,7.17944318,0,172.65562838,99.84686201,0.32716754,-17.9753123,0,0,0,0,0,0,25.1040141,2.21407709,0,0
Median,-1.9535959250000001,4.30925926,2.781373705,9.87962963,2.6212383,0,5.914676425,8.744267409999999,0,5.25925926,0,1.712962965,0,0,0,0,0,0,0,0,0,0,0,0,2.829590985,2.829590985,5.842901455,-1.9189423300000001,-3.1424707,0,0,21.189270355,-2.2384777099999997,0,-3.1424707,5.842901455,0,2.829590985,0,0,-0.36685185000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004109645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439.16666667,474.43962963,-1.9189423300000001,0,8.843425295,0.7037037,7.18289704,0.01211111,0,0,2.829590985,5.25925926,0,0,-37.31851852,-57.15555556,0.229104535,-20.869343774999997,0,0,0,0,0,0,5.885632805,-1.9189423300000001,0,0
No. of Obs,38,38,38,38,4,18,4,4,41,41,24,18,18,18,18,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,38,4,4,4,4,18,4,4,18,18,41,18,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15,4,18,4,41,41,4,38,38,41,25,25,18,18,4,41,18,18,41,41,4,4,4,4,4,4,4,4,4,4,18,4
1977,-6.64444444,4.84814815,4.84814815,0,,0,,,0,-4.46296296,,6.03703704,1.7962963,1.7962963,0,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,31.3,43.5,,0,0,2.32962963,,,0,0,,-4.46296296,0,0,-12.2,-12.4,,,,,,,,,,,0,
1978,-10.3962963,10.13703704,10.13703704,0,,0,,,0,0.77037037,,-2.12962963,0.25925926,0.25925926,0,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,42.1,49.1,,0,0,-2.65555556,,,0,0,,0.77037037,0,0,-7,-7.4,,,,,,,,,,,0,
1979,-8.93333333,8.76666667,8.76666667,0.4,,0,,,0,5.35925926,,-1.42962963,0.16666667,0.16666667,0.4,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,0,0.4,,,,,,,,,,,,,,,,,,,,,,,,0.4,,0,,50.2,78,,-0.4,0,5.5962963,,,0,0,,5.35925926,0,0,-27.8,-29.6,,,,,,,,,,,0,
1980,-3.96666667,3.77037037,3.77037037,0.6,,0,,,0,-3.21481481,,1.27777778,0.1962963,0.1962963,0.6,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,0,0.6,,,,,,,,,,,,,,,,,,,,,,,,0.6,,0,,104.1,131.8,,-0.6,0,-7.3037037,,,0,0,,-3.21481481,0,0,-27.7,-28.9,,,,,,,,,,,0,
1981,-30.81111111,22.3037037,22.3037037,1.5,,0,,,0,-0.38148148,,-0.23703704,8.50740741,8.50740741,1.5,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,0,1.5,,,,,,,,,,,,,,,,,,,,,,,,1.5,,0,,103.9,145,,15,0,-6.12962963,,,0,0,,-0.38148148,0,0,-41.1,-43.1,,,,,,,,,,,0,
1982,-7.4,6.4,6.4,4.4,,0,,,0,1.2,,-5.00740741,1,1,4.4,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,0,4.4,,,,,,,,,,,,,,,,,,,,,,,,4.4,,0,,101,148.3,,-4.4,0,2.99259259,,,0,0,,1.2,0,0,-47.3,-51,,,,,,,,,,,0,
1983,6.09888889,-8.29888889,-8.29888889,7.5,,0,,,0,1.4,,2.7,2.2,2.2,7.5,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,0,7.5,,,,,,,,,,,,,,,,,,,,,,,,7.5,,0,,99.3,118,,-7.5,0,6.79888889,,,0,0,,1.4,0,0,-18.7,-19.7,,,,,,,,,,,0,
1984,4.8,-4.8,-4.8,7.5,,0,,,0,7.1,,0.5,0,0,7.5,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,0,7.5,,,,,,,,,,,,,,,,,,,,,,,,7.5,,0,,167.3,180.8,,-7.5,0,-0.1,,,0,0,,7.1,0,0,-13.5,-13.9,,,,,,,,,,,0,
1985,4.8,-4.8,-4.8,6.2,,0,,,0,3.3,,-9.4,0,0,6.2,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,0,6.2,,,,,,,,,,,,,,,,,,,,,,,,6.2,,0,,178.6,213.2,,-6.2,0,0,,,0,0,,3.3,0,0,-34.6,-37.3,,,,,,,,,,,0,
1986,-89.37777778,61.63703704,61.63703704,0,,0,,,0,10.14444444,,-10.63703704,27.74074074,27.74074074,0,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,205.89259259,293.53703704,,0,0,2.61481481,,,0,0,,10.14444444,0,0,-87.64444444,-123.67777778,,,,,,,,,,,0,
1987,-61.70740741,64.23333333,64.23333333,0,,0,,,0,-2.48518519,,7.57037037,-2.52592593,-2.52592593,0,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,226.98518519,303.14444444,,0,0,13.76666667,,,0,0,,-2.48518519,0,0,-76.15925926,-116.11851852,,,,,,,,,,,0,
1988,-16.51111111,20.23333333,20.23333333,0,,0,,,0,2.62222222,,3.63333333,-3.72222222,-3.72222222,0,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,265.52592593,283.8,,0,0,-0.57037037,,,0,0,,2.62222222,0,0,-18.27407407,-49.9,,,,,,,,,,,0,
1989,-25.01111111,28.02962963,28.02962963,0,,0,,,0,0.04074074,,-8.68518519,-3.01851852,-3.01851852,0,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,290.93703704,338.91111111,,0,0,1.44814815,,,0,0,,0.04074074,0,0,-47.97407407,-93.45555556,,,,,,,,,,,0,
1990,-2.11481481,9.26666667,9.26666667,0,,0,,,0,-0.59259259,,2.14814815,-7.15185185,-7.15185185,0,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,345.3,340.55925926,,0,0,-32.25555556,,,0,0,,-0.59259259,0,0,4.74074074,-40.58518519,,,,,,,,,,,0,
1991,,,,,,,,,0,5.25925926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,369.86296296,369.88888889,,,,27.51481481,,,,,,5.25925926,,,-0.02592593,-32.22592593,,,,,,,,,,,,
1992,,,,,,,,,0,17.98148148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.37037037,386.45555556,,,,16.41851852,,,,,,17.98148148,,,20.91481481,-8.75185185,,,,,,,,,,,,
1993,,,,,,,,,0,-11.85185185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.16666667,398.5,,,,0.7037037,-11.85185185,0,,,,-11.85185185,,,40.66666667,17.72962963,,,,,,,,,,,,
1994,40.26296296,-26.39259259,-26.39259259,2.66666667,,,,,0,8.07407407,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.45925926,421.92592593,,3.02222222,2.66666667,31.72222222,8.07407407,0,,,,8.07407407,,,14.53333333,-12.02592593,,,,,,,,,,,,
