,AF: Trade Balance: Advanced Economies: Cyprus,AF: Trade Balance: Advanced Economies: Italy,AF: Trade Balance: Advanced Economies: Ireland,AF: Trade Balance: Advanced Economies: Norway,AF: Trade Balance: Advanced Economies: Sweden,AF: Trade Balance: Advanced Economies: Belgium,AF: Trade Balance: Advanced Economies: Denmark,AF: Trade Balance: Advanced Economies: Malta,AF: Trade Balance: Advanced Economies: Netherlands,AF: Trade Balance: Advanced Economies: Slovenia,AF: Trade Balance: Advanced Economies: Portugal,AF: Trade Balance: Advanced Economies: Greece,AF: Trade Balance: Advanced Economies: Spain,AF: Trade Balance: Advanced Economies: Lithuania,AF: Trade Balance: Advanced Economies: Germany,AF: Trade Balance: Advanced Economies: France,AF: Trade Balance: Advanced Economies: Luxembourg,AF: Trade Balance: Advanced Economies: Finland,AF: Trade Balance: Advanced Economies: Australia,AF: Trade Balance: Advanced Economies: Israel,AF: Trade Balance: Advanced Economies: Austria,AF: Trade Balance: Advanced Economies: Latvia,AF: Trade Balance,AF: Trade Balance: Advanced Economies: Iceland,AF: Trade Balance: Other Countries Not Elsewhere Classified,AF: Trade Balance: Countries or Area Not Specified,AF: Trade Balance: Advanced Economies: Taiwan,AF: Trade Balance: Advanced Economies: Switzerland,AF: Trade Balance: Advanced Economies,AF: Trade Balance: Advanced Economies: Japan,AF: Trade Balance: Emerging and Developing Economies,AF: Trade Balance: European Union,AF: Trade Balance: Advanced Economies: Vatican,AF: Trade Balance: Advanced Economies: Singapore,AF: Trade Balance: Euro Area,AF: Trade Balance: Advanced Economies: Estonia,AF: Trade Balance: Advanced Economies: Canada,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Turkey,"AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Macedonia, Former Yugoslav Republic",AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Kosovo,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Croatia,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Bulgaria,AF: Trade Balance: Advanced Economies: United Kingdom,AF: Trade Balance: Advanced Economies: Slovak Republic,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Georgia,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Belarus,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Armenia,"AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Montenegro, Republic of",AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Albania,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Vietnam,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Tonga,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Thailand,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: New Caledonia,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Mongolia,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Maldives,AF: Trade Balance: Advanced Economies: United States,AF: Trade Balance: Advanced Economies: Hong Kong SAR,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Romania,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Malaysia,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: French Polynesia,AF: Trade Balance: Advanced Economies: Czech Republic,AF: Trade Balance: Emerging and Developing Economies: Europe,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Bosnia & Herzegovina,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Philippines,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Sri Lanka,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Kazakhstan,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Cambodia,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Hungary,AF: Trade Balance: Emerging and Developing Economies: Export Earnings: Non-Fuel,"AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Marshall Islands, Republic",AF: Trade Balance: Emerging and Developing Economies: Export Earnings: Fuel,AF: Trade Balance: Advanced Economies: New Zealand,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: American Samoa,"AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Serbia, Republic of",AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Nepal,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Poland,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Samoa,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Fiji,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Bangladesh,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Brunei Darussalam,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Indonesia,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Vanuatu,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: India,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Asia Not Specified,AF: Trade Balance: Advanced Economies: South Korea,AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Myanmar,"AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Azerbaijan, Republic of",AF: Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: China,AF: (DC)Trade Balance: Special Categories,AF: (DC)Trade Balance: Advanced Economies: (Old)Belgium-Luxembourg,"AF: (DC)Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: (Old)Yugoslavia, Socialist Fed. Rep.",AF: (DC)Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: (Old)Czechoslovakia,AF: (DC)Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Papua New Guinea,AF: (DC)Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Macau SAR,AF: (DC)Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Faroe Islands,AF: (DC)Trade Balance: Emerging and Developing Economies: Emerging and Developing Asia: Timor-Leste,AF: (DC)Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: (Old)Serbia & Montenegro
First Obs. Date,06/1984,03/1964,03/1982,03/1982,03/1982,03/1997,03/1964,06/1982,03/1963,03/1994,06/1983,03/1982,03/1982,03/1994,03/1963,03/1982,06/1997,03/1982,09/1966,03/2015,03/1982,03/1993,03/1963,06/1982,03/1981,12/1964,03/1982,03/1963,03/1963,12/1964,03/1963,03/1963,03/2011,03/1982,03/1963,03/1993,06/1982,06/1982,03/1999,06/2006,06/1994,03/1995,03/1963,03/1993,03/1994,03/1993,06/2006,03/2006,03/2008,03/1997,03/1989,03/1982,03/1994,03/1995,03/2015,03/1963,03/1981,03/1987,03/1982,03/1963,03/2000,12/1993,03/1963,03/1963,03/1963,03/2004,03/1982,03/1982,03/1994,03/2001,12/1983,03/1963,03/2015,03/1963,06/1982,03/2017,06/2005,09/2005,03/1963,03/2015,09/1988,03/1982,03/2000,06/1985,03/2008,03/1963,03/2008,03/1982,03/2015,03/1993,03/1963,06/1965,03/1963,03/1982,03/1963,03/1983,06/1982,06/1987,03/2004,03/2003
Last Obs. Date,06/2018,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,12/2018,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,12/2015,03/2019,03/2019,12/2018,03/2019,03/2019,12/2013,03/2019,03/2019,09/2017,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,09/2018,03/2019,03/2019,03/2019,03/2019,12/2015,03/2019,03/2019,03/2019,09/2017,03/2019,03/2019,12/2016,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,06/1967,12/1996,12/1992,12/1992,12/2003,12/2004,12/2008,12/2005,06/2005
Last Update Time,27/09/2018,29/06/2019,29/06/2019,29/06/2019,29/06/2019,29/06/2019,29/06/2019,29/06/2019,29/06/2019,29/06/2019,29/06/2019,29/06/2019,29/06/2019,29/06/2019,29/06/2019,29/06/2019,29/06/2019,29/06/2019,29/06/2019,29/06/2019,29/06/2019,29/06/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,01/07/2019,01/07/2019,01/07/2019,01/07/2019,01/07/2019,29/06/2019,29/06/2019,01/07/2019,01/07/2019,01/07/2019,01/07/2019,01/07/2019,01/07/2019,01/07/2019,01/07/2019,01/07/2019,01/07/2019,01/07/2019,29/06/2019,29/06/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,18/09/2018,18/09/2018,01/07/2019,01/07/2019,01/07/2019,01/07/2019,08/07/2019,08/07/2019,08/07/2019
Series remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suggestions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407484477
Mean,0.02124716879120879,-0.6401164199310349,-0.4723858428187919,-0.14370229381679384,-0.4739790662121214,-0.8006421129870132,0.01849251434782605,-0.15711831209677418,-0.9066452492105265,-0.019070270000000004,-0.030694890277777775,-0.0348604630894309,-0.23285303488888895,-0.6544070728888886,-11.177246641286551,-2.2020410904379566,0.003704822881355933,0.4010936526277374,-0.6324003415789474,-0.0021609411764705873,-0.15066234674074072,-3.6944684892682917,-573.2207890639766,0.006676775000000002,-0.07451393765765783,-497.91282842857146,0.5789916096575344,-0.10011523335483866,-96.1095551040351,-62.69419840788463,-395.53854248011675,-16.588469177777792,-0.004452230769230769,-7.7348156071532825,-15.56925776233918,-0.36243923596774225,-2.0735840010344826,-7.125999836446286,0.006602590769230767,-0.004836078431372549,0.014741550370370367,-0.43966505470588235,-0.1568075134502931,-0.1693629991011236,-0.8275845500000001,-0.5026497500000001,0.002283303030303031,-0.07754172972972972,-0.005691452380952382,-10.648277316829269,0.00032407666666666666,-2.995373340948904,0.0004996853658536585,0.012265279245283018,-0.008568090909090909,-5.055092940573247,-3.120555757021276,-0.05929651740740741,-15.879069751507952,-163.54224819858274,0.0003974615384615385,-0.23317406951219505,-127.2930517996491,-100.30225324789464,-5.935969163690476,0.010388883333333336,0.015148522758620686,-0.24118273358208958,-87.20465905831459,-0.427914935483871,-0.13224295921052628,-424.6596110384793,-6.005520499999999,-148.5611780257309,-0.16130952153846156,-0.9236010000000001,0.01383571739130435,0.018706509090909092,-0.22240406062499987,-1.1451057500000001,0.002656205833333333,-0.8044202801526718,0.0046774383561643835,-4.6343335173170725,0.00023136585365853658,0.36210232514619856,-1.4104707878787883,-9.88459776358209,0.00781376470588234,-1.6120078451086972,-84.12450485919254,0.3,2.319527504032258,-0.36561993571428564,-0.6748192173015869,-0.2579749091666667,1.527451666,0.0027794816279069767,-0.013957374999999998,-0.0328441
Variance,0.007275946482633965,2.6587851853234623,1.018107039026116,0.3399814518617924,1.8986895489636568,10.412946051407795,0.12702070755452702,0.21877584492647917,20.101247039999613,0.01662310091586628,0.01097062046517103,0.058791739470381944,0.5039300376400836,1.7274043235453411,513.0148530688573,6.589430050711183,0.00041278013257502785,1.1209780663351945,13.816334156286704,5.513665588235294e-7,0.6756861107502439,144.43300579034974,863940.3163178847,0.0003686807424092812,9.177418312558284,351480.6662946281,100.41753957984916,3.4171033183064945,9562.93675563597,3532.1957934038487,603093.1096271297,1009.9961210951726,0.0000015575446923076922,119.9955738662593,806.8725604002448,0.5874817024026248,12.225273130886762,121.73131710469028,0.0006415300135021939,0.0004948037754337256,0.004132261567597042,0.7126038120357556,21.07599576900273,0.07845818099048468,2.6987256832215234,1.0631524212655437,0.00034580934353030304,0.042315208315980436,0.00028145921283914037,154.75184438275124,1.7276793246060603e-7,12.299086750143694,0.0000028307323514004823,0.0023526882027157183,0.0004197408690909092,151.70239995258066,7.844775896683544,0.011101879171113618,882.4232907096721,97009.58475943594,2.809444399038462e-7,0.13808655067122094,82348.29552251232,34060.218030878794,112.42512328074459,0.0004738632143081921,0.012073447979663789,0.07165520601335355,24884.516801921847,1.5261290150081601,0.29775700806790517,400289.8361408759,1.2398168309870001,112747.03410093905,0.3023653295309313,0.06881620318825002,0.00021636307425169078,0.0030959343752915832,0.343427987751123,0.8766070630596428,0.00007412484020872322,1.856847506409222,0.000042709262055175046,35.75698616270081,6.456500878048779e-7,378.4879564937963,0.5519018281224849,105.15246138442643,0.03556502177494118,16.08410423970459,22508.9601601927,0.030000000000000006,9.403753997941656,0.1440816748069424,24.97627173092952,0.1454945354330158,23.039538407296945,0.00010331350159430444,0.00020951026569642858,0.0006140504543222222
Standard Deviation,0.08529915874517148,1.630578175164706,1.0090129033001094,0.5830792843703096,1.3779294426652102,3.226909675123832,0.3563996458395084,0.46773480191929184,4.483441428188798,0.12893060503955717,0.10474072973381,0.24247007953638722,0.7098802981067186,1.3143075452668378,22.64983119294396,2.566988517837815,0.020316991228403577,1.0587625164951744,3.717032977562441,0.0007425406108917743,0.8220012839103379,12.01802836534969,929.4838978260381,0.019201060970927653,3.029425409637657,592.8580490257581,10.020855231957459,1.848540861952068,97.79026922775073,59.43227905274918,776.590696330525,31.78043613758585,0.0012480163029014054,10.954249123799372,28.40550229093379,0.7664735497084193,3.4964658057654106,11.03319161007776,0.025328442776890052,0.02224418520498617,0.06428266926316177,0.8441586415098501,4.590860024984723,0.2801038753578477,1.6427798645045304,1.0310928286364636,0.018595949653897836,0.2057066073707416,0.0167767461934411,12.439929436405627,0.00041565362077167813,3.507005382109314,0.0016824780389058521,0.04850451734339512,0.020487578409634194,12.316752816898644,2.8008527088519926,0.10536545530254979,29.70561042479471,311.46361707177925,0.0005300419227795535,0.3715999874478213,286.96392721474996,184.55410597133513,10.603071407886707,0.021768399442958414,0.1098792427151907,0.26768490060769873,157.74827036110997,1.2353659437624789,0.545671153780283,632.6846261296981,1.1134706242137689,335.77825138168055,0.5498775586718659,0.26232842619176827,0.01470928530730473,0.055641121261990965,0.5860272926674346,0.936272963969185,0.008609578399011372,1.3626619193362755,0.006535232364283236,5.979714555286131,0.0008035235452710007,19.454766934964713,0.7429009544498411,10.254387421217634,0.18858690775062087,4.010499250679969,150.02986422773535,0.17320508075688776,3.0665540918010326,0.3795809199722009,4.997626609794845,0.3814374593993304,4.799951917185936,0.0101643249453323,0.014474469444384777,0.024780041451180467
Skewness,7.62073763374636,-2.334543043539768,-4.232989237130467,-4.401925006297537,-3.504474466407677,-1.4501926131082452,-0.07017463121244913,-3.2936185976847954,-10.620702347324896,-1.7839565654677048,-4.195160385533626,5.79431273372482,-1.6967082905193314,-2.5108086300764394,-2.6342911742604973,-1.0140525170690389,4.9543061139824545,0.23901230890977557,1.4969140554762732,0.9479203091094813,-2.5058509935077082,-3.265699203747326,-1.8722618506101392,5.983022336761435,-3.8333903376122365,-1.050232840985389,8.910964202919,-6.2051675310916234,-1.723666149362724,-2.1128309460936294,-2.39691806326141,-1.8758842563889906,0.04991467559418009,-2.9468352574567644,-2.022313666919305,-1.8749064999949596,-2.27339984186062,-1.4930167760721562,4.137276693310526,-4.891387159643249,1.4983198020740176,-2.030048720649617,3.4170001574779794,-2.0350717070784565,-1.6221521306054725,-1.3758617566850302,1.5920108337056846,-5.229223978029355,-0.37204210371081986,-0.9276838210642051,1.9071430062504824,-2.016791627946447,-1.2786166780864716,3.05160984736086,1.4329924954262239,-3.44408683445504,-0.8026741551125445,-0.779542721325461,-3.0095084024543057,-1.769810116622272,1.9858529562695033,-4.72478472725149,-2.247287976768684,-2.515155253154019,-1.6786413483055431,3.0843216983181554,1.1219920122853941,-2.4133455654280134,-2.053204947609133,-3.844495201523072,-7.562628726227025,-1.742612934021352,-0.8062875543159262,-2.4347318227144625,-3.1488572523163976,-0.10443279038236157,1.2644267955262878,2.317920637371901,-1.9077316905553132,-0.3485123384365192,1.6644472903317347,-2.0725733722020663,2.5073368341022917,-2.373684762900409,6.309013423760753,1.6705824820438095,-0.5428593790943894,-1.4624290436406873,-0.9307364185141505,-3.4074143085337356,-2.2331122185329635,-1.7320508075688754,1.6042489770881692,-0.33956097317329764,-0.9128584608667156,-0.8322564970570467,3.162128291734294,4.151386319840336,-0.10934994841283861,-1.0818810223652653
Kurtosis,66.61960362265889,7.05297256484929,25.898126920705828,24.191588427504726,14.63750872221411,2.250737790584095,1.1074891755596106,11.995390138828386,124.25594715285517,5.334203347200859,21.428203470804473,55.9295086810975,3.313970839402691,6.487595571029411,7.527569478073864,6.221665499340791,32.638672051781626,2.398115745514244,27.457704495602847,-1.0062689043204913,6.905315101072915,9.416739173368862,2.545568979020814,37.91773142904206,19.32222102094317,0.020141166531854715,86.22591251485662,48.925651969854535,2.5794306775213522,4.537255860746688,4.930060483751425,3.224453531477206,-1.0141134452428813,12.489732158360946,3.5987474755895903,1.8786929337555676,5.701464303848381,1.090531428401654,15.550876508765821,25.362962944608718,13.469259032991992,3.135766042381753,23.99861369896876,3.794781517097149,0.6946709225143257,1.5220397333387448,9.01840655558739,29.671634636733334,1.9221235087121102,-0.756701593745591,4.138637953495378,5.697321235236215,1.9105770048621165,8.349762016343485,1.8337795547687703,15.018156408271988,-0.14595152055312388,0.34631212096336794,9.420726274844565,2.0932632309566355,3.5426157331634283,26.336465939492268,4.16243769136028,5.831053676126483,2.2121733249812547,8.797833555260107,6.035959708851797,10.003534397744483,2.7107006773041795,14.978469811218728,62.196757403690384,1.9903793319694456,1.179380673112714,5.195290878766349,8.5132844307983,-0.8643468541415618,1.5149231870450266,6.503890313726469,5.08082803186425,-2.1405851872181167,3.884917491844826,3.077812279400071,8.410038541659345,6.347640822377981,40.16302214313402,16.89508423586118,0.26142534684503227,2.363728096055551,-0.38278352983441577,11.478555923418035,4.107454918350606,,3.794489513955679,0.20184704147846233,2.041918022805243,-1.571239807874504,9.999304831157424,16.554381172941603,-2.5266406989824453,0.2724760855908084
Coefficient Variation,4.014612938946708,-2.5473150264453173,-2.135993105295428,-4.057550292924884,-2.90715253244653,-4.030402126969024,19.27264400805541,-2.9769591823975237,-4.9450889772960425,-6.760816970056383,-3.4123181020014695,-6.955446315051965,-3.048619479859706,-2.008394468392296,-2.026423136202429,-1.1657314338885816,5.483930508701602,2.6396890341165085,-5.877658080136275,-0.34361907625109345,-5.455917166382886,-3.252978987440199,-1.621511144673958,2.8757987158362606,-40.65582231817971,-1.1906864317933659,17.30742736994869,-18.46413178102757,-1.0174874820916227,-0.9479709536452863,-1.9633755321570547,-1.9158148830369164,-0.2803125820715332,-1.416226278706464,-1.8244609167974906,-2.114764279485008,-1.686194436309825,-1.548300850871192,3.8361370047232133,-4.599632847284685,4.3606450914665045,-1.9200039495396266,-29.277041156832027,-1.6538670007290242,-1.9850296438044068,-2.051314714941096,8.144319613778928,-2.652850382467972,-2.947709138283918,-1.1682574623356876,1.2825780548995962,-1.1708074363105367,3.367074871267283,3.9546198968155566,-2.3911485798891885,-2.4365037323135597,-0.8975493235620133,-1.7769248500484005,-1.8707399671176406,-1.9044841348492505,1.3335678335850967,-1.5936591415384058,-2.254356566660153,-1.8399796614260902,-1.7862409853380417,2.095355077586947,7.2534625630516265,-1.1098841804800625,-1.8089431466685995,-2.8869428041009386,-4.1262775503351605,-1.489862962438331,-0.1854078466993442,-2.260201863258809,-3.408835098061814,-0.28402787155034287,1.0631386064989599,2.974425692767615,-2.634966695394773,-0.8176301306400608,3.241306939005934,-1.6939676347762571,1.3971819330703676,-1.2903073404065082,3.472956499695449,53.72726321795881,-0.5267042471450913,-1.0374106935335259,24.135217126342354,-2.4878906531683422,-1.783426416343907,0.5773502691896258,1.322059810228655,-1.0381844174624688,-7.405874761212276,-1.4785835592751375,3.1424574826356153,3.6569138803721133,-1.037048115737005,-0.7544746682411899
Min,-0.1045,-9.306118,-8.317224,-4.34063636,-9.039973,-11.390452,-0.939487,-2.54483603,-53.17080736,-0.46878955,-0.671,-0.69313554,-3.169839,-5.984518,-121.695094,-15.50528446,-0.041091,-3.17650338,-16.362538,-0.002667,-3.776918,-48.357954,-3776.311894,-0.00538028,-18.902037,-1962.055368,-4.89381252,-16.71909091,-472.680828,-313.430649,-3421.156823,-137.94154,-0.006436,-76.16339256,-126.717281,-2.298899,-17.637072,-43.998318,-0.002489,-0.133473,-0.216095,-3.37408182,-10.20569,-1.15769392,-4.029025,-3.603754,-0.048,-1.23511,-0.039081,-31.95729,0.00001325,-19.716152,-0.003636,-0.05088,-0.025746,-83.843582,-12.54991408,-0.33730778,-160.726231,-1155.058996,0.000025,-2.328939,-1180.743031,-906.891063,-46.147678,0.000086,-0.366853,-1.8392,-552.627711,-6.499724,-4.60654545,-2747.925334,-7.494427,-1467.311638,-2.359604,-1.341387,-0.007401,-0.082988,-2.484542,-2.374088,-0.015906,-5.335835,-0.002878,-33.373604,0.000051,-91.188204,-3.268323,-50.957123,-0.369584,-21.212343,-628.156785,0.1,-1.43,-1.32190909,-13.96097398,-0.842421,-0.00569091,0.000008,-0.032503,-0.083435
Max,0.76747,2.3066202,1.426833,0.63446439,0.63636364,6.85168129,1.00424039,0.154714,5.07088844,0.23352469,0.09631843,2.16115455,1.227726,0.08407807,19.19896801,8.10247512,0.136565,3.579153,27.11818182,-0.000969,1.61727273,0.52941,287.50667438,0.126913,5.35781438,2,104.82938921,2.57583315,25.0048236,0.1,376.27100581,35.82166745,-0.002453,-0.006202,16.97427719,0.12444601,0.44292145,1.834466,0.114753,0.017027,0.364866,-0.000473,36.09363636,0.01886274,0.003201,0.66700455,0.075548,0.006656,0.04685,-0.01090797,0.00143079,5.47968361,0.003448,0.176886,0.039111,9.91454545,1.201893,0.114443,0.00909091,403.07356545,0.00224,0.19991598,402.96449929,28.53088635,10.21421283,0.091986,0.47933,-0.000014,-0.321559,0.008627,0.18454545,18,-4.84183,402.58601192,0.165162,-0.552773,0.061511,0.220195,1.413222,-0.258502,0.031371,0.19360114,0.03659,-0.0648054,0.005227,125.575762,-0.222928,0.014536,0.223392,0.32081691,1.26363636,0.4,15.30301016,0.50818182,11.35050105,0.00023259,15.18818182,0.04701404,-0.000609,-0.009822
Median,0.00533809,-0.276114,-0.14691615,-0.013117,-0.011242195,0.098281,-0.005986,0.00096469,-0.23675768,0.000371,0.00010750000000000001,-0.003889,-0.00381818,-0.02396228,-1.94291222,-1.734887,0.000741,0.14981818,-0.00897,-0.002667,-0.002064,-0.09746835,-98.866026,0.00232055,0.013895,-105.530146,-0.24353691,-0.003089,-65.325172,-37.866861345000004,-42.948574,-6.05588974,-0.004606,-2.82655429,-5.26340173,-0.013618704999999998,-0.16696208499999998,-0.85706364,0.000654,0.000048,0.01261151,-0.020678,-0.376995,-0.022228,-0.0242,-0.14438182,0.001044,-0.024336,0.000003,-4.575666,0.00008099999999999999,-1.806883,0.000801,0.000804,-0.012468,-0.48272727,-2.2,-0.034000045,-5.587914095,-11.74299602,0.000165,-0.160316,-5.23772045,-21.18748532,-1.6145615150000001,0.0017265,0.00615455,-0.2069785,-15.690208,-0.0047565,-0.0049745,-97.78557787,-5.8429125,-6.4486882,0.00305722,-0.91469,0.010085,0.007237,-0.064346,-0.8614995,0.00079,-0.213803,0.003275,-2.902287,0.000074,-0.89749086,-1.346847,-8.37692639,0.074854,-0.18905149999999998,-10.58820909,0.4,1.13036368,-0.34281818,-0.15096512,-0.0010990000000000002,0.00102442,0.000179,-0.0121695,-0.025782
No. of Obs,91,145,149,131,132,77,138,62,152,59,72,123,135,45,171,137,59,137,133,17,135,41,171,44,111,28,146,155,171,156,171,171,13,137,171,62,116,121,78,51,81,85,171,89,20,37,33,37,42,41,12,137,82,53,11,157,141,54,126,127,65,41,171,171,168,60,87,134,89,62,76,171,4,171,117,9,46,55,128,8,72,131,73,123,41,171,33,134,17,92,161,3,62,35,63,12,10,43,8,10
03/1963,,,,,,,,,0.1,,,,,,1.2,,,,,,,,13.6,,,,,0.5,5.2,,8.4,3.7,,,1.4,,,,,,,,2.2,,,,,,,,,,,,,1.1,,,,4,,,4.7,3.4,0.7,,,,,,,9.6,,4,,,,,0.1,,,,,,,3.2,,,,,0.2,,0.1,,0.6,,,,,
06/1963,,,,,,,,,,,,,,,0.6,,,,,,,,10.2,,,,,0.4,1.4,,8.8,0.9,,,0.6,,,,,,,,0.3,,,,,,,,,,,,,0.1,,,,5.5,,,7.6,1.2,2.1,,,,,,,4.7,,5.5,,,,,,,,,,,,1.1,,,,,0.1,,,,2.1,,,,,
09/1963,,,,,,,,,0.1,,,,,,0.9,,,,,,,,15.6,,,,,1,8.8,,6.8,5,,,1,,,,,,,,3.4,,,,,,,,,,,,,3.4,,,,2.7,,,4.5,0.7,1.8,,,,,,,12.9,,2.7,,,,,0.6,,,,,,,0.7,,,,,,,,,1.2,,,,,
12/1963,,,,,,,,,0.2,,,,,,0.8,,,,,,,,22,,,,,0.5,11.4,,10.6,5.1,,,1,,,,,,,,3.9,,,,,,,,,,,,,6,,,,5.5,,,7.8,0.8,2.3,,,,,,,16.5,,5.5,,,,,0.2,,,,,,,0.8,,,,,,,,,2.1,,,,,
03/1964,,0.2,,,,,0.1,,0.3,,,,,,0.7,,,,,,,,18.4,,,,,0.6,4.9,,13.5,2.8,,,1.2,,,,,,,,1.4,,,,,,,,,,,,,1.6,,,,5.9,,,6.7,6.2,0.8,,,,,,,12.5,,5.9,,,,,0.1,,,,,,,6.2,,,,,,,,,0.7,,,,,
06/1964,,,,,,,,,0.2,,,,,,1.1,,,,,,,,10.5,,,,,0.9,2.5,,8,1.6,,,1.3,,,,,,,,0.3,,,,,,,,,,,,,,,,,3.3,,,5.2,2.3,1.9,,,,,,,7.2,,3.3,,,,,,,,,,,,2.2,,,,,0.1,,,,1.9,,,,,
09/1964,,,,,,,,,0.2,,,,,,1.1,,,,,,,,12.5,,,,,0.7,3.5,,9,2.3,,,1.4,,,,,,,,0.9,,,,,,,,,,,,,0.5,,,,5.6,,,5.6,1.9,,,,,,,,6.9,,5.6,,,,,,,,,,,,1.9,,,,,,,0.1,,,,,,,
